Index #,Unique Identifier,Rating,Rank,Level (A),Billet Title,Functional Area ,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,Notes,Training Solution Type,Cluster Analysis Title,Recommended Modality,Development Specification,Candidate Platform,CFM Placement,Priority Placement,Development Ratio,Development Time (duration in hours),Notes
PQ31-003,945,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,"As navigation evaluator, supervise and coordinate the actions of all navigation team members, ensuring strict compliance with the NAVDORM, standing orders, and ship’s NAVBILL",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Assess and make safe maneuvering recommendations fora vessel approaching in a crossing situation ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-004,946,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Assess and make safe maneuvering recommendations fora vessel approaching in a crossing situation ,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Assess and make safe maneuvering recommendations fora vessel approaching in a crossing situation ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-005,947,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Assess and make safe maneuvering recommendations fora vessel approaching in a head on situation ,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Assess and make safe maneuvering recommendations fora vessel approaching in a head on situation ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-006,948,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Assess and make safe maneuvering recommendations fora vessel approaching in an overtaking situation,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Assess and make safe maneuvering recommendations fora vessel approaching in an overtaking situation,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-007,949,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Assess and make safe maneuvering recommendations fora vessel approaching in an overtaking situation ,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Assess and make safe maneuvering recommendations fora vessel approaching in an overtaking situation ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-008,950,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Attend navigation brief IAW NAVDORM,Rating Specific Task,No,A-061-0200,Navigation Fundamentals,F-School,SWSC,CTTL,Construct navigation briefs,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-009,951,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Calculate time of meridian passage within 1 minute of Stella calculated time,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Perform celestial navigation,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-010,952,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Compare the Stella calculated position to the current fix position and determine position differential ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Perform celestial navigation,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-011,953,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Conduct a simulated hurricane/typhoon evasion exercise,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Discuss hurricane/typhoon evasion procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-012,954,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Conduct afloat self-assessment/admin tac (quarterly or when required) ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Review how to Maintain checklists; use applicable inspection checklists,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-013,955,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Conduct amps account validation,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Course Revision,Technical Administration,Performance Support/ Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ31-014,956,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Conduct navigation brief IAW NAVDORM,Rating Specific Task,No,A-061-0200,Navigation Fundamentals,F-School,SWSC,CTTL,Construct navigation briefs,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-015,957,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Conduct staff/group staff navigation checklist ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Review how to Maintain checklists; use applicable inspection checklists,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-016,958,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Conduct verification of auto distro account utilizing MEBs,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Course Revision,Technical Administration,Performance Support/ Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ31-017,959,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,"Coordinate the actions of all navigation team members, ensuring strict compliance with the NAVDORM, standing orders, and ship’s NAVBILL",Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,"Identify the actions of all navigation team members, ensuring strict compliance with the NAVDORM, standing orders, and ship’s NAVBILL",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-018,960,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Correlate all buoys with conning officer ,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Correlate all buoys with conning officer ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-019,961,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Demonstrate correct procedures for escaping the dangerous semi-circle of a storm,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Demonstrate correct procedures for escaping the dangerous semi-circle of a storm,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-020,962,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Demonstrate correct procedures for escaping the navigable semi-circle of a storm,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Demonstrate correct procedures for escaping the navigable semi-circle of a storm,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-021,963,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Demonstrate requisitioning a nautical product utilizing MEBs,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Course Revision,Technical Administration,Performance Support/ Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ31-022,964,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Demonstrate the use of buys-ballots law to determine probable location of storm center,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Demonstrate the use of buys-ballots law to determine probable location of storm center,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-023,965,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Determine if the anchor is holding,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Determine if the anchor is holding,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-024,966,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Draft after action report IAW numbered fleet guidance,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Course Revision,Technical Administration,Performance Support/ Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ31-025,967,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Draft MOVREP in accordance with nwp1-03.1 including required action/info,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Prepare a MOVREP,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-026,968,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Establish ship's position by celestial sighting ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Perform celestial navigation,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-027,969,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Evaluate hazards to navigation and report what distance is deemed safe for navigation,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Evaluate hazards to navigation and report what distance is deemed safe for navigation,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-028,970,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Evaluate the accuracy of the ship’s position as determined by all available sources,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship's position using fathometer; determine ship's position using running fixes; determine ship's position using sextant angles; determine ship's position utilizing global position system (GPS); determine ship's position utilizing radar; determine ship's position visually; verify ship's position data between display sources,Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ31-029,971,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,"Given a voyage, including a port of departure and a port of arrival which will keep the ship operating within 50 nm of the coast, plan and construct the coastal water route(track) IAW NAVDORM and ship’s instruction",Rating Specific Task,No,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,"Create, name, save, and delete VMS route and position of intended movement (PIM) plans",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-030,972,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,"Given a voyage, including a port of departure and a port of arrival, with a total distance of more than 1,000nm, plan and construct the great-circle route(track) IAW NAVDORM and ship’s instruction",Rating Specific Task,No,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,"Create, name, save, and delete VMS route and position of intended movement (PIM) plans",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-031,973,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,"Given a voyage, including a port of departure or a port of arrival, plan and construct the restricted waters route (track)IAW NAVDORM and ship’s instruction  ",Rating Specific Task,No,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,"Create, name, save, and delete VMS route and position of intended movement (PIM) plans",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-032,974,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Identify and plot an emergency anchorage,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Identify and plot an emergency anchorage,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-033,975,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Identify morning and evening stars ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Perform celestial navigation,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-034,976,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Identify own ship as stand-on or give-way vessel ,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Identify own ship as stand-on or give-way vessel ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-035,977,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Identify vessels with a CPA of less than 3 nm,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Identify vessels with a CPA of less than 3 nm,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-036,978,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Implement appropriate use of the position uncertainty circle,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Review appropriate use of the position uncertainty circle.,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-037,979,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,"Make clear, concise, accurate, and timely reports IAW ship’s NAVBILL",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Make position reports; Apply Navigation Principles,Knowledge/Performance Test,"Task also taught in QM J, CIN A-061-0300",Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ31-038,980,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Make course and speed recommendations to OOD and conning officer for safe approach to a precision anchorage,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Discuss course and speed recommendations to OOD and conning officer for safe approach to a precision anchorage,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-039,981,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Make course/speed recommendations for safe navigation,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Make course/speed recommendations for safe navigation,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-040,982,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Make required reports in accordance with commanding officer’s standing orders ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Make position reports; Apply Navigation Principles,Knowledge/Performance Test,"Task also taught in QM J, CIN A-061-0300",Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ31-041,983,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Observe and compute running fix at local apparent noon (LAN),Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Perform celestial navigation,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-042,984,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Obtain the following pertinent navigation information: NGA weekly notice to mariners; us coast guard local notice to mariners; corrected CO’s ready chart list; quarterly publication cd; all in-force maritime safety information messages; tide and current information; tropical weather information; OPAREA Forecast for local operating areas; VDU updates; DNC® libraries; NAVTEX predicted coverage warnings from the installed NAVTEX receiver or coast guard website; coast pilots; sailing directions; fleet guides; & after action reports,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Obtain the following pertinent navigation information: NGA weekly notice to mariners; us coast guard local notice to mariners; corrected CO’s ready chart list; quarterly publication cd; all in-force maritime safety information messages; tide and current information; tropical weather information; OPAREA Forecast for local operating areas; VDU updates; DNC® libraries; NAVTEX predicted coverage warnings from the installed NAVTEX receiver or coast guard website; coast pilots; sailing directions; fleet guides; after action reports; & Apply Navigation Principles,Knowledge/Performance Test,"Task also taught in QM J, CIN A-061-0300",Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
