Index #,Unique Identifier,Rating,Rank,Level (A),Billet Title,Functional Area ,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,Notes,Training Solution Type,Cluster Analysis Title,Recommended Modality,Development Specification,Candidate Platform,CFM Placement,Priority Placement,Development Ratio,Development Time (duration in hours),Notes
PQ5-010,283,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Decontaminate external and internal areas IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-011,284,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,"Transit through a CTA/CPS casualty DECON station IAW
NSTM 470",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-012,285,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Transit through a CPS DECON station IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-013,286,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,"Set up a three compartment conventional DECON station
IAW NSTM 470",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-014,287,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Set up a sanitary space DECON station IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-015,288,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Respond to nuclear blast,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-016,289,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Respond to Chemical attack,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-017,290,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Respond to Biological attack,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-018,291,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Respond to radiological exposure,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-019,292,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Respond to chemical agent exposure,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-020,293,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Respond to biological agent exposure,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-021,294,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Respond to radiation exposure,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-001,295,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Dog and undog individually dogged watertight doors IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-002,296,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Dog and undog quick-acting watertight doors IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-003,297,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Dog and undog a watertight hatch IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-004,298,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Dog and undog a raised scuttle/flush deck scuttle IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-005,299,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Dog and undog a ballistic hatch IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-006,300,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Dog and undog a ballistic scuttle IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-007,301,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Open and close deck drain valves IAW NSTM 079, Vol. 2/ NSTM 505",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-008,302,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Open and close battle ports IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-009,303,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Open and close a sounding tube IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-010,304,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Open and close ventilation closures IAW NSTM 079, Vol. 2/ NSTM 510",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-011,305,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Open and close air test fittings IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-012,306,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Open and close overboard discharge fittings IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-013,307,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Set and maintain material condition YOKE IAW NSTM 079, Vol. 2/ Ship’s DC Closure Log",All Sailor Task (ships),No,K-495-0441,Damage Control (DC) J,F-School,SWSC,TCCD,Conduct Material Checks,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-014,308,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Set and maintain material condition ZEBRA IAW NSTM 079, Vol. 2/ Ship’s DC Closure Log",All Sailor Task (ships),No,K-495-0441,Damage Control (DC) J,F-School,SWSC,TCCD,Conduct Material Checks,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-015,309,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,Log DC fittings open/closed in the closure log IAW NTTP 3-20.31,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-016,310,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Set modified condition ZEBRA IAW NSTM 079, Vol. 2/Ship’s DC Closure Log",All Sailor Task (ships),No,K-495-0441,Damage Control (DC) J,F-School,SWSC,TCCD,Conduct Material Checks,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-017,311,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,Demonstrate proper procedures for reporting emergencies IAW NSTM 555,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-018,312,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Demonstrate proper procedures for bracing for shock IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-019,313,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,Demonstrate proper battle dress IAW NTTP 3-20.31/NSTM 077,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-020,314,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,Transit to assigned battle station using proper traffic routes IAW SORM,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-021,315,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,Locate piping system/isolation valves in assigned areas IAW EOSS/DC Plates,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-022,316,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,Locate and operate system valves equipped with remote operators IAW EOSS/DC Plates,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-023,317,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,Isolate ventilation systems in assigned area IAW EOSS/DC Plates,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-024,318,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Set and maintain flooding boundaries IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-025,319,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,Transit through CPS air lock and maintain zone pressurization IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-026,320,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,Identify and report material conditions of readiness discrepancies IAW NTTP 3-20.31,All Sailor Task (ships),No,K-495-0441,Damage Control (DC) J,F-School,SWSC,TCCD,Conduct Material Checks,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-027,321,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Identify William fittings in assigned area IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,K-495-0441,Damage Control (DC) J,F-School,SWSC,TCCD,Conduct Material Checks,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-028,322,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Set circle William fittings in assigned area IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,K-495-0441,Damage Control (DC) J,F-School,SWSC,TCCD,Conduct Material Checks,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-029,323,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Rig jumper hoses around damaged firemain/DSW piping to reestablish system IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,K-495-0441,Damage Control (DC) J,F-School,SWSC,TCCD,Operate Pipe Jumper Hose System (PJHS),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-030,324,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,"Align/secure an installed eductor IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-031,325,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,Respond to violations of material conditions of readiness,All Sailor Task (ships),No,K-495-0441,Damage Control (DC) J,F-School,SWSC,TCCD,Conduct Material Checks,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-032,326,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,Respond to improperly stowed materials and equipment,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-033,327,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,Respond to presence of unusual odors or vapors,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-034,328,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,Respond to ruptured pipes/flooding,All Sailor Task (ships),No,V-9B-0003A,Basic Shipboard Damage Control Wet Trainer (Buttercup),F-School,SWSCOLCOM,TCCD,"Identify procedures for shoring, hull patching/plugging, and piping systems Damage Control tasks",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-035,329,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,Respond to loss of flooding boundaries,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-036,330,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,Respond to progressive flooding,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-037,331,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,Respond to failed isolation valves,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-038,332,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,Respond to HAZMAT spill,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ6-039,333,All,E1,A,Basic Damage Control,Damage Control,NAVEDTRA 43119-M (306 - Basic Damage Control),3/2/2018,300 Series PQS Watch Station,Respond to loss of ECS/MCS,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ7-001,334,ALL,E1,A,Maintenance Person,Maintenance,NAVEDTRA 43241-P (301 - Maintenance Person),8/19/2019,300 Series PQS Watch Station,Review PMS schedules for individual maintenance assignments,All Sailor Task (ships),No,J-500-0029F,3M System Coordinator/Inspector,F-School,SWSC,CTTL,"Describe the purpose, content, preparation and use of PMS schedules; demonstrate the preparation and use of PMS schedules",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ7-002,335,ALL,E1,A,Maintenance Person,Maintenance,NAVEDTRA 43241-P (301 - Maintenance Person),8/19/2019,300 Series PQS Watch Station,Validate the MRC is the most current version,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ7-003,336,ALL,E1,A,Maintenance Person,Maintenance,NAVEDTRA 43241-P (301 - Maintenance Person),8/19/2019,300 Series PQS Watch Station,Identify HAZMAT and demonstrate proper personal protective/equipment/ handling/disposal procedures,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ7-004,337,ALL,E1,A,Maintenance Person,Maintenance,NAVEDTRA 43241-P (301 - Maintenance Person),8/19/2019,300 Series PQS Watch Station,Replace missing/mutilated MRC and LGL/EGL’s,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ7-005,338,ALL,E1,A,Maintenance Person,Maintenance,NAVEDTRA 43241-P (301 - Maintenance Person),8/19/2019,300 Series PQS Watch Station,Identify the tool /parts/material/test equipment items from the MRC ABEFG Using the SPMIG and/or SPETERL,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ7-006,339,ALL,E1,A,Maintenance Person,Maintenance,NAVEDTRA 43241-P (301 - Maintenance Person),8/19/2019,300 Series PQS Watch Station,Perform Work Center Supervisor monitored maintenance under instruction (UI) using MRC,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ7-007,340,ALL,E1,A,Maintenance Person,Maintenance,NAVEDTRA 43241-P (301 - Maintenance Person),8/19/2019,300 Series PQS Watch Station,Perform Leading Petty Officer monitored maintenance under instruction (UI) using MRC,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ7-008,341,ALL,E1,A,Maintenance Person,Maintenance,NAVEDTRA 43241-P (301 - Maintenance Person),8/19/2019,300 Series PQS Watch Station,Perform Leading Chief Petty Officer monitored maintenance under instruction (UI) using MRC,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
