,PART I,,,,,,,,,,PART II,,,,,,,,,,,
e3381169-a747-4082-9a29-e476e2ee8ac0,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Manufacture miscellaneous fuel system gaskets,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
3803269f-f5d7-4e7d-93be-da5c7ac2b629,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Respond to overheating pumps Indications/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
41b82c2f-f7b2-4a5a-9ec7-c32f4b557184,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,inspect set pump relief valves,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
8b69fc7c-794b-45c1-892c-8c15ecf3d5ff,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Respond to sounding bob stuck in sounding tube Indications/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
c787c707-67f2-4fa2-8cac-fa3dfa48299d,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Troubleshoot and repair the following JP-5 equipment: Air escape flash screens,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
f69f643d-7721-4d2f-af2b-1fb14447ce62,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Troubleshoot and repair the following JP-5 equipment: Overflow boxes and wafer style check valves,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
e477a334-f235-416c-89e1-afccb1c8ce42,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Troubleshoot and repair the following JP-5 equipment: TLI system components,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
3fd83d8f-2f44-4659-adb0-0b416a07d4c4,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Troubleshoot and repair the following JP-5 equipment: VPI,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
30695452-dec2-4591-a896-90308cbc018b,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Acknowledge all alarms,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
4037a914-bb31-400d-b6d3-0691c8cfbb60,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Activate JP-5 console,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
1584b2fc-9fab-4eb4-a846-e56639bc51ee,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Respond to activation of the emergency shutdown switch Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
a4b91004-1850-40fb-9c7e-6ca6a8057b20,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Align and monitor console during aircraft refueling evolutions,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
cad6e638-a747-45dd-8227-781557585436,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Align and monitor console during off-load,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
35959975-5d8b-4799-adb9-e065186487ff,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Align and monitor console during stripping and/or transfer evolutions,Rating Specific Task,No,C‑821‑2012,Shipboard Aviation Fuels Refresher ,F-School,CNATT,TCCD,Discuss the JP-5 Stripping System Requirements,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
754acfdd-d3ab-4ef7-b0a4-ff618c566387,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Align and monitor console during stripping and/or transfer evolutions,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
b3ae7be7-59f0-4ad0-b072-b00a96d45a47,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Align and monitor console for internal transfers,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
5663c65c-58e5-4144-b10c-ab61af70fd8e,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Align and monitor console for Jet test,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
1dfea87c-6d6e-4938-9941-33d923d0cca3,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Align and monitor control console during UNREP evolutions,Rating Specific Task,No,C-821-2010,Aviation Boatswain's Mate (F) Course,A-School,CNATT,CTTL,Align Underway Replenishment (UNREP) stations,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
2e2beeb8-7536-44c7-83df-f747f4bc3349,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Conduct pre-operational check,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
fb9c6ecd-b83a-4649-b8cb-488891042cb2,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Coordinate and direct pump room operations,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
370d68a7-b9a7-4bda-a3d5-29126dcedc80,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Crosscheck/Validate functional console screens to applicable AFOSS diagrams,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
063e385c-1636-40b2-8efd-1e2960f99bcf,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Direct pump room evacuation Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
83f5b458-f5bb-4b0c-a9e2-98199878a236,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Ensure sample requirements are met and track results,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify sampling procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
73235796-8068-4dac-ba5a-b65e76e822ac,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Establish communications (4JG),Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
5a1a1f9c-686f-470b-a9a9-9fe4b33c8daf,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Respond to fire Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
4b217181-7d97-4141-b0f9-ffef6c03d68e,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Respond to flooding Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
c15319ab-f01c-43a4-982d-e6ef9a6fe813,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Interpret/Utilize console legend,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
60950bef-22b8-4045-bc3c-1cfac28ea29e,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Locate control console load centers,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
77c86dd6-9ef5-4ef4-b3f3-2562ef6ad5fd,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Respond to loss of communications Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
d1c7d1d3-84b3-49aa-91c2-59c0f793fb38,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Respond to loss of electrical power Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
721e0634-9486-49e3-9639-f3b864990686,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Respond to loss of power Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
1a6dbae1-85bf-410f-b74d-f46b3f0451ac,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Maintain logs and records,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,"Identify fuels division logs, records, and reports","Knowledge/Performance Test, Oral Board/Test",,,,N/A
b247d238-1007-417c-bbe3-22cb11d3ac41,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Monitor console for auxiliary and emergency diesels,Rating Specific Task,No,C‑821‑2012,Shipboard Aviation Fuels Refresher ,F-School,CNATT,TCCD,Describe  the JP-5 service and auxiliary system requirements,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
171b596c-7704-4694-bec2-06fe4eb3e5e0,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Monitor console for auxiliary and emergency diesels,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
bf600d98-144b-4513-bc44-5c5b6424e7fd,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Monitor water/fuel level of tanks,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
19bc6602-c8a7-4452-aa7d-fdeeb46ae56f,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Monitor/control operation of pump room equipment,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
0b9ba123-59d8-4a18-b504-6af62e9f4546,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Obtain permission/Align eductor,Rating Specific Task,No,C‑821‑2012,Shipboard Aviation Fuels Refresher,F-School,CNATT,TCCD,Discuss the Fixed Eductor System in the JP-5 Fuel System in the JP-5 Fuel System Requirements,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
3647b358-c062-43e1-8042-03ba868b6c22,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Obtain permission/Align eductor,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
3839cd36-6529-4c19-bec1-d9738ada25fd,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Operate override functions,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
8f502d78-5b07-4c6b-bd8b-ff42ff36681b,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Perform diagnostic check,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
e5369206-b7ec-4c8b-93c2-966df5f429a5,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Place equipment out of service Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
8231c335-23bb-4de9-adf3-df0f69f4a677,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Populate tank sequence prior to UNREP,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
daf25bd5-5340-4c2e-a9e6-917e4f479b20,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Report equipment status,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
a3eda045-92ed-4104-8f57-4ca1a5d0b7a6,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Secure console,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
5da3f0c2-41f1-49c8-84d6-50d9f9040115,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Respond to TLI inoperative Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
f8cd169a-ff2c-4e12-9d5e-4968d1eb9ce1,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Utilize multiple screen tasking,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
e40c2e2f-c503-4a68-9be7-5d7589b878cf,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Respond to valves fail to operate Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
6def4fd3-117b-428a-8a91-ca1fd554be34,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (315 JP-5 Console Operator),10/1/2009,300 Series PQS Watch Station,Respond to VPI inoperative Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
c7d250fe-901c-403a-a2d7-553d958ff87e,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (316 JP-5 Pump Room Supervisor),10/1/2009,300 Series PQS Watch Station,Respond to fire/flooding Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
1aa82232-514b-4288-91f7-c90d2607147d,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (316 JP-5 Pump Room Supervisor),10/1/2009,300 Series PQS Watch Station,Respond to fuel spill Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
9d9909f7-bf4e-4db8-92ea-e9e017feb300,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (316 JP-5 Pump Room Supervisor),10/1/2009,300 Series PQS Watch Station,Inform chain-of-command of equipment status and readiness,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
30a938e1-3868-4a3e-90d9-0f74158509d7,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (316 JP-5 Pump Room Supervisor),10/1/2009,300 Series PQS Watch Station,Make routine inspections of assigned spaces,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
