PART I,,,,,,,,,,PART II,,,,,,,,,,,
Rating,Rank,Level (A/J/M),Billet Title,Functional Area,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,NEC Refresher Training Selection,Journeyman,Master,Notes
ALL,E1,A,General Sailor,Uniforms,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Maintain grooming standards,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Comply with U.S. Navy Uniform Regulations, rules of military etiquette and bearing, and grooming standards",Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,Force Protection,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Understand and execute responsibilities during each Force Protection Condition (FPCON) posture,All Sailor Task (ships),No,A-830-0018,Armed Sentry/Security Reaction Force-Basic,G-School,NSTC,TCCD,Comprehend shipboard terrorist force protection condition (FPCON) measures,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,Communications,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Understand responsible use of social media,All Sailor Task (ships),No,A-500-0613,LifeSkills,G-School,CENSERVSUPP,CTTL,Use social media responsibly,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions when working with or in the vicinity of steam,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E1,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions when working with or in the vicinity of personnel aloft or over the side,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E1,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know the safety precautions when working with or in the vicinity of voids, tanks, and closed compartments",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Identify the purpose of watertight compartments,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions when working with or in the vicinity of shipyards and dry docks,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E1,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Administer Cardiopulmonary Resuscitation (CPR),All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform simulated first aid,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,Survival,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Perform floating technique using buoyant debris such as shoring and buckets,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform the procedures for utilizing personal floatation devices,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,Damage Control,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the required contents and the proper use of required contents in a shipboard Damage Control (DC) Locker,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Describe the purpose of Damage Control Central (DCC)/Central Control Station (CCS), and the location and purpose of the DC closure log and compartment check-off list",Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,Material Preservation and Maintenance,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Identify fixtures, devices and surfaces to which paint or liquid cleaners should not be applied",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E1,A,General Sailor,Material Preservation and Maintenance,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Clean, paint, and/or preserve required surfaces",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E1,A,General Sailor,Career Information,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the requirements for Enlisted Warfare Specialist designations,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E1,A,General Sailor,Career Information,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the purpose and procedures of the enlisted retention board,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,Career Information,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the purpose and procedures of the Perform to Serve (PTS) program,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,Career Information,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Maintain Navy Standard Integrated Personnel System (NSIPS) account,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E1,A,General Sailor,Training,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Understand the basic use of computer applications to include word processors, spreadsheets, desktop publishing, email, and electronic calendars",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E1,A,General Sailor,"Customs, Traditions, and Courtesies",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the procedures for conducting colors,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Identify procedures for performing military ceremonies,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,"Customs, Traditions, and Courtesies",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Handle the ensign and jack,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Identify procedures for performing military ceremonies,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,"Customs, Traditions, and Courtesies",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know how, when, and to whom the hand salute is rendered",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Recognize the purpose and procedures for rendering the hand salute,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,"Customs, Traditions, and Courtesies",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Perform military courtesies when boarding and leaving a Naval vessel,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Understand and appreciate military etiquette,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,"Customs, Traditions, and Courtesies",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Perform military courtesies when crossing or being in the vicinity of the quarterdeck,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"As a Sailor, recognize military customs and courtesies, and how they are observed with a 70% accuracy",Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,"Customs, Traditions, and Courtesies",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Perform military courtesies when the national ensign passes, the National Anthem, or the Navy Service song is played",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Understand appropriate military etiquette,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,"Customs, Traditions, and Courtesies",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Perform military courtesies when honors are being rendered,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Understand appropriate military etiquette,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,"Customs, Traditions, and Courtesies",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Perform military courtesies when a Foreign National Anthem is played,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Understand appropriate military etiquette,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,"Customs, Traditions, and Courtesies",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Perform courtesies afforded junior, midgrade, and senior enlisted/officers",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Understand appropriate military etiquette,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,"Customs, Traditions, and Courtesies",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know national ensign etiquette,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Understand appropriate military etiquette,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,"Customs, Traditions, and Courtesies",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know the traditions related to uniforms and navy jargon (scuttlebutt, head, etc.)",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Understand appropriate military etiquette,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,"Customs, Traditions, and Courtesies",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the Pledge of Allegiance,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Understand appropriate military etiquette,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,"Customs, Traditions, and Courtesies",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the National Anthem,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Understand appropriate military etiquette,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Explain the purpose of followership and leadership,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Discuss the fundamentals of Navy leadership with 100% participation,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Describe the authority and responsibility of a Petty Officer, Chief Petty Officer, and Officer",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Discuss the fundamentals of Navy leadership with 100% participation,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,Security Requirements,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Understand security requirements regarding visitors with and without visit clearances,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Comply with the information awareness security requirements with utilizing computer assets,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,Security Requirements,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Understand the basic policies of the Department of the Navy (DON) information and personnel security program,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Comply with the information awareness security requirements with utilizing computer assets,Knowledge/Performance Test,,,,N/A
ALL,E2,A,General Sailor,"Watchstanding and Watch, Quarter, and Station Bill",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"State the purpose and content of the watch, quarter, and station bill",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Know the purpose of the Watch, Quarter, and Station Bill",Knowledge/Performance Test,,,,N/A
ALL,E2,A,General Sailor,"Watchstanding and Watch, Quarter, and Station Bill",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Understand duties and responsibilities of an Armed Sentry,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,State and understand the purpose of the general orders of a sentry,Knowledge/Performance Test,,,,N/A
ALL,E2,A,General Sailor,Seamanship,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Tie four basic knots: bowline, clove hitch, square knot, and bowline on a bight",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform seamanship line handling procedures while communicating via sound powered telephone headsets and observing appropriate safety precautions,Knowledge/Performance Test,,,,N/A
ALL,E2,A,General Sailor,Drill and Formation,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Execute individual positions and facing movements,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Perform street movement for the purpose of moving a division, element, or single recruit",Knowledge/Performance Test,,,,N/A
ALL,E2,A,General Sailor,Drill and Formation,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know procedures for close order drill,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Perform street movement for the purpose of moving a division, element, or single recruit",Knowledge/Performance Test,,,,N/A
ALL,E2,A,General Sailor,Uniforms,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify insignias and collar devices of US Navy enlisted rates and ratings,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Identify Navy enlisted rate insignia, head gear, and service stripes",Knowledge/Performance Test,,,,N/A
ALL,E2,A,General Sailor,Uniforms,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify insignia and corps devices of US Navy Officers,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Identify Navy Officer rank insignia and headgear,Knowledge/Performance Test,,,,N/A
ALL,E2,A,General Sailor,Uniforms,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Properly wear and maintain navy enlisted uniforms,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Demonstrate proper wear of the U.S. Navy Working Uniform and its outer garments,Knowledge/Performance Test,,,,N/A
ALL,E2,A,General Sailor,Uniforms,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify paygrade insignias of other US Armed Services,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Identify enlisted paygrade and insignia of the other U.S. Armed Services / Identify officer paygrade and insignia of the other U.S. Armed Services,Knowledge/Performance Test,,,,N/A
ALL,E2,A,General Sailor,Uniforms,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the purpose of and qualifications required to earn and wear the service stripes,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Identify Navy enlisted rate insignia, head gear, and service stripes",Knowledge/Performance Test,,,,N/A
ALL,E2,A,General Sailor,Uniforms,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the regulations concerning Common Access Card (CAC) military identification and ID tags (dog tags),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E2,A,General Sailor,Uniforms,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the regulations for wearing authorized military awards and breast insignias,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Identify enlisted paygrade and insignia of the other U.S. Armed Services,Knowledge/Performance Test,,,,N/A
ALL,E2,A,General Sailor,Uniforms,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Prepare and maintain a seabag,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform procedures required for a personnel inspection,Knowledge/Performance Test,,,,N/A
ALL,E2,A,General Sailor,Force Protection,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Effectively operate service pistol, service rifle and shotgun",All Sailor Task (ships),No,A-830-0018,Armed Sentry/Security Reaction Force-Basic,G-School,NSTC,TCCD,Employ Small Arms,Knowledge/Performance Test,,,,N/A
ALL,E2,A,General Sailor,Force Protection,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the basic procedure to clear and safe a weapon,All Sailor Task (ships),No,A-830-0018,Armed Sentry/Security Reaction Force-Basic,G-School,NSTC,TCCD,Employ Small Arms,Knowledge/Performance Test,,,,N/A
ALL,E2,A,General Sailor,Force Protection,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know the proper Personal Protective Equipment (PPE), required when firing small arms or in the vicinity of personnel who are firing small arms",All Sailor Task (ships),No,A-830-0018,Armed Sentry/Security Reaction Force-Basic,G-School,NSTC,TCCD,Apply Safety Precautions,Knowledge/Performance Test,,,,N/A
ALL,E2,A,General Sailor,Force Protection,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safeguards against terrorism while traveling and in foreign countries,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Know individual ATFP measures,Knowledge/Performance Test,,,,N/A
ALL,E2,A,General Sailor,Force Protection,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the basic requirements and procedures pertaining to a bomb threat,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Know the procedures for receiving a bomb threat by telephone,Knowledge/Performance Test,,,,N/A
